Sexo	Nivel de formación alcanzado	Nacionalidad	Periodo	Total
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Unión Europea	2014T3	87,81
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Unión Europea	2014T2	85,87
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Unión Europea	2014T1	83,95
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2022T3	47,73
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2022T2	56,11
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2022T1	81,18
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2021T4	76,46
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2021T3	70,38
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2021T2	76,89
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2021T1	89,22
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2020T4	63,17
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2020T3	67,38
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2020T2	53,44
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2020T1	59,44
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2019T4	72,61
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2019T3	77,92
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2019T2	93,93
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2019T1	78,59
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2018T4	65,70
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2018T3	76,16
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2018T2	68,41
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2018T1	86,54
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T4	79,18
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T3	85,78
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T2	69,01
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T1	87,74
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T4	85,62
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T3	100,00
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T2	96,24
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T1	77,42
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T4	92,77
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T3	95,63
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T2	80,27
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T1	90,14
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T4	90,62
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T3	72,97
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T2	89,20
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T1	82,59
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T3	88,62
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T2	93,88
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T1	88,07
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T4	84,20
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T3	80,03
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T2	74,75
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T1	68,61
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T4	78,40
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T3	89,72
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T2	79,81
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T1	91,79
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T4	88,24
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T3	91,92
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T2	83,52
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T1	83,24
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T4	92,74
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T3	89,61
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T2	91,41
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T1	87,65
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T4	80,70
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T3	87,69
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T2	89,59
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T1	87,73
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T4	84,36
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T3	84,31
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T2	85,47
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T1	89,33
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T4	97,13
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T3	89,04
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T2	95,15
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T1	87,35
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T4	85,92
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T3	83,48
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T2	93,43
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T1	83,38
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T3	88,53
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T2	89,40
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T1	87,58
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T4	88,90
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T3	82,27
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T2	79,49
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T1	85,50
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T4	77,87
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T3	85,28
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T2	70,56
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T1	87,27
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T4	80,52
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T3	83,25
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T2	84,39
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T1	92,78
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T4	84,26
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T3	89,62
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T2	82,03
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T1	80,79
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T4	88,57
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T3	94,93
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T2	96,86
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T1	88,28
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T4	83,80
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T3	82,98
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T2	95,62
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T1	92,52
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T4	86,80
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T3	92,91
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T2	91,74
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T1	94,27
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T4	80,30
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T3	81,19
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T2	81,28
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T1	74,35
Hombres	Educación superior	Total	2022T3	78,66
Hombres	Educación superior	Total	2022T2	78,23
Hombres	Educación superior	Total	2022T1	78,42
Hombres	Educación superior	Total	2021T4	78,50
Hombres	Educación superior	Total	2021T3	78,42
Hombres	Educación superior	Total	2021T2	78,82
Hombres	Educación superior	Total	2021T1	78,08
Hombres	Educación superior	Total	2020T4	78,95
Hombres	Educación superior	Total	2020T3	78,92
Hombres	Educación superior	Total	2020T2	77,98
Hombres	Educación superior	Total	2020T1	79,73
Hombres	Educación superior	Total	2019T4	80,19
Hombres	Educación superior	Total	2019T3	80,02
Hombres	Educación superior	Total	2019T2	80,31
Hombres	Educación superior	Total	2019T1	79,88
Hombres	Educación superior	Total	2018T4	80,54
Hombres	Educación superior	Total	2018T3	80,72
Hombres	Educación superior	Total	2018T2	80,81
Hombres	Educación superior	Total	2018T1	80,76
Hombres	Educación superior	Total	2017T4	80,39
Hombres	Educación superior	Total	2017T3	80,83
Hombres	Educación superior	Total	2017T2	80,58
Hombres	Educación superior	Total	2017T1	80,30
Hombres	Educación superior	Total	2016T4	80,54
Hombres	Educación superior	Total	2016T3	80,64
Hombres	Educación superior	Total	2016T2	81,00
Hombres	Educación superior	Total	2016T1	81,07
Hombres	Educación superior	Total	2015T4	81,24
Hombres	Educación superior	Total	2015T3	81,15
Hombres	Educación superior	Total	2015T2	81,53
Hombres	Educación superior	Total	2015T1	81,42
Hombres	Educación superior	Total	2014T4	81,82
Hombres	Educación superior	Total	2014T3	81,83
Hombres	Educación superior	Total	2014T2	82,14
Hombres	Educación superior	Total	2014T1	81,81
Hombres	Educación superior	Española	2022T3	78,36
Hombres	Educación superior	Española	2022T2	78,25
Hombres	Educación superior	Española	2022T1	78,30
Hombres	Educación superior	Española	2021T4	78,39
Hombres	Educación superior	Española	2021T3	78,22
Hombres	Educación superior	Española	2021T2	78,45
Hombres	Educación superior	Española	2021T1	78,04
Hombres	Educación superior	Española	2020T4	78,61
Hombres	Educación superior	Española	2020T3	78,67
Hombres	Educación superior	Española	2020T2	77,97
Hombres	Educación superior	Española	2020T1	79,47
Hombres	Educación superior	Española	2019T4	79,85
Hombres	Educación superior	Española	2019T3	79,57
Hombres	Educación superior	Española	2019T2	79,93
Hombres	Educación superior	Española	2019T1	79,62
Hombres	Educación superior	Española	2018T4	80,12
Hombres	Educación superior	Española	2018T3	80,33
Hombres	Educación superior	Española	2018T2	80,62
Hombres	Educación superior	Española	2018T1	80,58
Hombres	Educación superior	Española	2017T4	80,14
Hombres	Educación superior	Española	2017T3	80,66
Hombres	Educación superior	Española	2017T2	80,41
Hombres	Educación superior	Española	2017T1	80,01
Hombres	Educación superior	Española	2016T4	80,43
Hombres	Educación superior	Española	2016T3	80,71
Hombres	Educación superior	Española	2016T2	80,67
Hombres	Educación superior	Española	2016T1	80,83
Hombres	Educación superior	Española	2015T4	81,04
Hombres	Educación superior	Española	2015T3	81,00
Hombres	Educación superior	Española	2015T2	81,41
Hombres	Educación superior	Española	2015T1	81,55
Hombres	Educación superior	Española	2014T4	81,74
Hombres	Educación superior	Española	2014T3	81,81
Hombres	Educación superior	Española	2014T2	82,19
Hombres	Educación superior	Española	2014T1	81,89
Hombres	Educación superior	Doble nacionalidad	2022T3	82,79
Hombres	Educación superior	Doble nacionalidad	2022T2	82,44
Hombres	Educación superior	Doble nacionalidad	2022T1	84,21
Hombres	Educación superior	Doble nacionalidad	2021T4	84,03
Hombres	Educación superior	Doble nacionalidad	2021T3	89,54
Hombres	Educación superior	Doble nacionalidad	2021T2	90,02
Hombres	Educación superior	Doble nacionalidad	2021T1	87,10
Hombres	Educación superior	Doble nacionalidad	2020T4	90,69
Hombres	Educación superior	Doble nacionalidad	2020T3	87,93
Hombres	Educación superior	Doble nacionalidad	2020T2	83,01
Hombres	Educación superior	Doble nacionalidad	2020T1	85,25
Hombres	Educación superior	Doble nacionalidad	2019T4	82,72
Hombres	Educación superior	Doble nacionalidad	2019T3	84,02
Hombres	Educación superior	Doble nacionalidad	2019T2	85,95
Hombres	Educación superior	Doble nacionalidad	2019T1	87,51
Hombres	Educación superior	Doble nacionalidad	2018T4	84,08
Hombres	Educación superior	Doble nacionalidad	2018T3	86,12
Hombres	Educación superior	Doble nacionalidad	2018T2	82,75
Hombres	Educación superior	Doble nacionalidad	2018T1	84,10
Hombres	Educación superior	Doble nacionalidad	2017T4	83,85
Hombres	Educación superior	Doble nacionalidad	2017T3	84,54
Hombres	Educación superior	Doble nacionalidad	2017T2	84,97
Hombres	Educación superior	Doble nacionalidad	2017T1	82,27
Hombres	Educación superior	Doble nacionalidad	2016T4	84,98
Hombres	Educación superior	Doble nacionalidad	2016T3	85,69
Hombres	Educación superior	Doble nacionalidad	2016T2	89,40
Hombres	Educación superior	Doble nacionalidad	2016T1	88,94
Hombres	Educación superior	Doble nacionalidad	2015T4	88,87
Hombres	Educación superior	Doble nacionalidad	2015T3	91,53
Hombres	Educación superior	Doble nacionalidad	2015T2	90,71
Hombres	Educación superior	Doble nacionalidad	2015T1	84,17
Hombres	Educación superior	Doble nacionalidad	2014T4	88,61
Hombres	Educación superior	Doble nacionalidad	2014T3	90,45
Hombres	Educación superior	Doble nacionalidad	2014T2	89,31
Hombres	Educación superior	Doble nacionalidad	2014T1	88,84
Hombres	Educación superior	Extranjera: Total	2022T3	80,66
Hombres	Educación superior	Extranjera: Total	2022T2	76,57
Hombres	Educación superior	Extranjera: Total	2022T1	77,75
Hombres	Educación superior	Extranjera: Total	2021T4	77,80
Hombres	Educación superior	Extranjera: Total	2021T3	76,91
Hombres	Educación superior	Extranjera: Total	2021T2	79,22
Hombres	Educación superior	Extranjera: Total	2021T1	75,91
Hombres	Educación superior	Extranjera: Total	2020T4	79,23
Hombres	Educación superior	Extranjera: Total	2020T3	79,06
Hombres	Educación superior	Extranjera: Total	2020T2	76,75
Hombres	Educación superior	Extranjera: Total	2020T1	80,72
Hombres	Educación superior	Extranjera: Total	2019T4	82,81
Hombres	Educación superior	Extranjera: Total	2019T3	83,50
Hombres	Educación superior	Extranjera: Total	2019T2	82,87
Hombres	Educación superior	Extranjera: Total	2019T1	80,67
Hombres	Educación superior	Extranjera: Total	2018T4	84,25
Hombres	Educación superior	Extranjera: Total	2018T3	83,90
Hombres	Educación superior	Extranjera: Total	2018T2	82,69
Hombres	Educación superior	Extranjera: Total	2018T1	82,23
Hombres	Educación superior	Extranjera: Total	2017T4	82,80
Hombres	Educación superior	Extranjera: Total	2017T3	82,10
Hombres	Educación superior	Extranjera: Total	2017T2	81,75
Hombres	Educación superior	Extranjera: Total	2017T1	83,26
Hombres	Educación superior	Extranjera: Total	2016T4	80,87
Hombres	Educación superior	Extranjera: Total	2016T3	78,61
Hombres	Educación superior	Extranjera: Total	2016T2	83,06
Hombres	Educación superior	Extranjera: Total	2016T1	82,19
Hombres	Educación superior	Extranjera: Total	2015T4	81,78
Hombres	Educación superior	Extranjera: Total	2015T3	80,76
Hombres	Educación superior	Extranjera: Total	2015T2	81,03
Hombres	Educación superior	Extranjera: Total	2015T1	79,44
Hombres	Educación superior	Extranjera: Total	2014T4	81,48
Hombres	Educación superior	Extranjera: Total	2014T3	80,54
Hombres	Educación superior	Extranjera: Total	2014T2	80,16
Hombres	Educación superior	Extranjera: Total	2014T1	79,60
Hombres	Educación superior	Extranjera: Unión Europea	2022T3	81,20
Hombres	Educación superior	Extranjera: Unión Europea	2022T2	77,59
Hombres	Educación superior	Extranjera: Unión Europea	2022T1	79,64
Hombres	Educación superior	Extranjera: Unión Europea	2021T4	76,95
Hombres	Educación superior	Extranjera: Unión Europea	2021T3	74,84
Hombres	Educación superior	Extranjera: Unión Europea	2021T2	76,79
Hombres	Educación superior	Extranjera: Unión Europea	2021T1	77,66
Hombres	Educación superior	Extranjera: Unión Europea	2020T4	82,26
Hombres	Educación superior	Extranjera: Unión Europea	2020T3	78,87
Hombres	Educación superior	Extranjera: Unión Europea	2020T2	79,58
Hombres	Educación superior	Extranjera: Unión Europea	2020T1	82,99
Hombres	Educación superior	Extranjera: Unión Europea	2019T4	77,48
Hombres	Educación superior	Extranjera: Unión Europea	2019T3	78,95
Hombres	Educación superior	Extranjera: Unión Europea	2019T2	80,71
Hombres	Educación superior	Extranjera: Unión Europea	2019T1	78,10
Hombres	Educación superior	Extranjera: Unión Europea	2018T4	80,12
Hombres	Educación superior	Extranjera: Unión Europea	2018T3	80,39
Hombres	Educación superior	Extranjera: Unión Europea	2018T2	79,66
Hombres	Educación superior	Extranjera: Unión Europea	2018T1	77,83
Hombres	Educación superior	Extranjera: Unión Europea	2017T4	77,61
Hombres	Educación superior	Extranjera: Unión Europea	2017T3	78,36
Hombres	Educación superior	Extranjera: Unión Europea	2017T2	78,58
Hombres	Educación superior	Extranjera: Unión Europea	2017T1	82,31
Hombres	Educación superior	Extranjera: Unión Europea	2016T4	77,48
Hombres	Educación superior	Extranjera: Unión Europea	2016T3	75,13
Hombres	Educación superior	Extranjera: Unión Europea	2016T2	80,78
Hombres	Educación superior	Extranjera: Unión Europea	2016T1	78,76
Hombres	Educación superior	Extranjera: Unión Europea	2015T4	76,78
Hombres	Educación superior	Extranjera: Unión Europea	2015T3	72,81
Hombres	Educación superior	Extranjera: Unión Europea	2015T2	72,99
Hombres	Educación superior	Extranjera: Unión Europea	2015T1	73,77
Hombres	Educación superior	Extranjera: Unión Europea	2014T4	78,04
Hombres	Educación superior	Extranjera: Unión Europea	2014T3	75,55
Hombres	Educación superior	Extranjera: Unión Europea	2014T2	75,94
Hombres	Educación superior	Extranjera: Unión Europea	2014T1	74,40
Hombres	Educación superior	Extranjera: Resto de Europa	2022T3	68,22
Hombres	Educación superior	Extranjera: Resto de Europa	2022T2	62,42
Hombres	Educación superior	Extranjera: Resto de Europa	2022T1	60,73
Hombres	Educación superior	Extranjera: Resto de Europa	2021T4	63,40
Hombres	Educación superior	Extranjera: Resto de Europa	2021T3	65,51
Hombres	Educación superior	Extranjera: Resto de Europa	2021T2	68,15
Hombres	Educación superior	Extranjera: Resto de Europa	2021T1	56,53
Hombres	Educación superior	Extranjera: Resto de Europa	2020T4	60,82
Hombres	Educación superior	Extranjera: Resto de Europa	2020T3	62,35
Hombres	Educación superior	Extranjera: Resto de Europa	2020T2	64,12
Hombres	Educación superior	Extranjera: Resto de Europa	2020T1	64,14
Hombres	Educación superior	Extranjera: Resto de Europa	2019T4	89,04
Hombres	Educación superior	Extranjera: Resto de Europa	2019T3	80,95
Hombres	Educación superior	Extranjera: Resto de Europa	2019T2	82,81
Hombres	Educación superior	Extranjera: Resto de Europa	2019T1	80,16
Hombres	Educación superior	Extranjera: Resto de Europa	2018T4	84,85
Hombres	Educación superior	Extranjera: Resto de Europa	2018T3	76,07
Hombres	Educación superior	Extranjera: Resto de Europa	2018T2	81,35
Hombres	Educación superior	Extranjera: Resto de Europa	2018T1	82,24
Hombres	Educación superior	Extranjera: Resto de Europa	2017T4	88,77
Hombres	Educación superior	Extranjera: Resto de Europa	2017T3	88,81
Hombres	Educación superior	Extranjera: Resto de Europa	2017T2	89,16
Hombres	Educación superior	Extranjera: Resto de Europa	2017T1	91,84
Hombres	Educación superior	Extranjera: Resto de Europa	2016T4	90,07
Hombres	Educación superior	Extranjera: Resto de Europa	2016T3	83,28
Hombres	Educación superior	Extranjera: Resto de Europa	2016T2	86,25
Hombres	Educación superior	Extranjera: Resto de Europa	2016T1	85,11
Hombres	Educación superior	Extranjera: Resto de Europa	2015T4	87,67
Hombres	Educación superior	Extranjera: Resto de Europa	2015T3	92,11
Hombres	Educación superior	Extranjera: Resto de Europa	2015T2	94,61
Hombres	Educación superior	Extranjera: Resto de Europa	2015T1	90,04
Hombres	Educación superior	Extranjera: Resto de Europa	2014T4	79,53
Hombres	Educación superior	Extranjera: Resto de Europa	2014T3	73,98
Hombres	Educación superior	Extranjera: Resto de Europa	2014T2	70,04
Hombres	Educación superior	Extranjera: Resto de Europa	2014T1	76,67
Hombres	Educación superior	Extranjera: América Latina	2022T3	84,38
Hombres	Educación superior	Extranjera: América Latina	2022T2	80,88
Hombres	Educación superior	Extranjera: América Latina	2022T1	82,65
Hombres	Educación superior	Extranjera: América Latina	2021T4	83,79
Hombres	Educación superior	Extranjera: América Latina	2021T3	85,93
Hombres	Educación superior	Extranjera: América Latina	2021T2	87,09
Hombres	Educación superior	Extranjera: América Latina	2021T1	83,07
Hombres	Educación superior	Extranjera: América Latina	2020T4	82,16
Hombres	Educación superior	Extranjera: América Latina	2020T3	85,53
Hombres	Educación superior	Extranjera: América Latina	2020T2	79,42
Hombres	Educación superior	Extranjera: América Latina	2020T1	86,94
Hombres	Educación superior	Extranjera: América Latina	2019T4	86,65
Hombres	Educación superior	Extranjera: América Latina	2019T3	90,40
Hombres	Educación superior	Extranjera: América Latina	2019T2	85,21
Hombres	Educación superior	Extranjera: América Latina	2019T1	85,60
Hombres	Educación superior	Extranjera: América Latina	2018T4	89,99
Hombres	Educación superior	Extranjera: América Latina	2018T3	87,87
Hombres	Educación superior	Extranjera: América Latina	2018T2	85,73
Hombres	Educación superior	Extranjera: América Latina	2018T1	88,50
Hombres	Educación superior	Extranjera: América Latina	2017T4	89,51
Hombres	Educación superior	Extranjera: América Latina	2017T3	87,55
Hombres	Educación superior	Extranjera: América Latina	2017T2	83,54
Hombres	Educación superior	Extranjera: América Latina	2017T1	81,36
Hombres	Educación superior	Extranjera: América Latina	2016T4	84,28
